combination_symbols,sharpe_ratio,benchmark_sharpe,sortino_ratio,benchmark_sortino,total_profit_pct,profit_last_year_pct,profit_last_60_days_pct,rejection_reasons,max_drawdown
"SUNPHARMA, UNIONBANK, CANBK, BIOCON, DLF",0.3210366954112565,0.45258528438627393,0.7416903214052447,1.6172197553771834,29.39427694868506,11.754070092039658,-3.6644012627766287,Sharpe 0.32 <= Benchmark 0.45; Sortino 0.74 <= Benchmark 1.62; Profit last 60 days -3.66% <= 0,-0.8406883805977288
"SUNPHARMA, UNIONBANK, CANBK, TRENT, IRFC",0.5923875140573022,0.45258528438627393,8.864657947909558,1.6172197553771834,14553.422331022659,117.71142373296742,-6.840401224663739,Profit last 60 days -6.84% <= 0,-0.6818244978854174
"SUNPHARMA, UNIONBANK, CANBK, TRENT, DLF",0.41714562511728365,0.45258528438627393,1.6790473122296,1.6172197553771834,122.68392314041515,94.29638416728258,-5.2195906912305805,Sharpe 0.42 <= Benchmark 0.45; Profit last 60 days -5.22% <= 0,-0.8473196493763814
"SUNPHARMA, UNIONBANK, CANBK, IRFC, DLF",0.548402416083322,0.45258528438627393,8.536491971986282,1.6172197553771834,7273.398575220755,25.589021678681135,-7.919296764380601,Profit last 60 days -7.92% <= 0,-0.6114182937983251
"SUNPHARMA, UNIONBANK, PRECWIRE, AHLEAST, BIOCON",0.463521847258834,0.45258528438627393,1.3080357876175694,1.6172197553771834,197.8385123573985,-2.156603006376767,-3.6383999207742046,Sortino 1.31 <= Benchmark 1.62; Profit last year -2.16% <= 0; Profit last 60 days -3.64% <= 0,-0.7538209651787888
"SUNPHARMA, UNIONBANK, PRECWIRE, AHLEAST, IRFC",0.6177995593875125,0.45258528438627393,8.763418978507575,1.6172197553771834,13861.93351277762,23.56406475841912,-1.5430694979937098,Profit last 60 days -1.54% <= 0,-0.6243035153678146
"SUNPHARMA, UNIONBANK, PRECWIRE, AHLEAST, DLF",0.34088990864264035,0.45258528438627393,0.7326510968154368,1.6172197553771834,31.769611586797097,20.861364667915527,-1.4355753337896626,Sharpe 0.34 <= Benchmark 0.45; Sortino 0.73 <= Benchmark 1.62; Profit last 60 days -1.44% <= 0,-0.8897179842276947
"SUNPHARMA, UNIONBANK, PRECWIRE, BIOCON, TRENT",0.4720301163150603,0.45258528438627393,2.004332581064698,1.6172197553771834,278.5368060025391,47.69260317313893,-3.2398809930268557,Profit last 60 days -3.24% <= 0,-0.5755683521154525
"SUNPHARMA, UNIONBANK, PRECWIRE, BIOCON, IRFC",0.5769391486797384,0.45258528438627393,6.866828096620777,1.6172197553771834,4740.991628971371,7.162978735779024,-6.430207513327724,Profit last 60 days -6.43% <= 0,-0.5657450656261502
"SUNPHARMA, UNIONBANK, PRECWIRE, BIOCON, DLF",0.3806945291168505,0.45258528438627393,0.8823326998220851,1.6172197553771834,77.68142033664438,8.42200560295936,-4.663621001172502,Sharpe 0.38 <= Benchmark 0.45; Sortino 0.88 <= Benchmark 1.62; Profit last 60 days -4.66% <= 0,-0.7392897866635492
"SUNPHARMA, UNIONBANK, PRECWIRE, TRENT, IRFC",0.6590680433989154,0.45258528438627393,9.312403052297295,1.6172197553771834,28811.525419214042,84.88684988209303,-7.448950892382267,Profit last 60 days -7.45% <= 0,-0.625433167113485
"SUNPHARMA, UNIONBANK, PRECWIRE, TRENT, DLF",0.4304294535071446,0.45258528438627393,1.764018513151478,1.6172197553771834,164.4064399055496,82.5079406814828,-5.847539305785654,Sharpe 0.43 <= Benchmark 0.45; Profit last 60 days -5.85% <= 0,-0.7968107314591764
"SUNPHARMA, UNIONBANK, PRECWIRE, IRFC, DLF",0.6199384943852682,0.45258528438627393,9.065483218803855,1.6172197553771834,16908.37097606681,24.72476493086546,-9.14425627482962,Profit last 60 days -9.14% <= 0,-0.6213614711716072
"SUNPHARMA, UNIONBANK, AHLEAST, BIOCON, TRENT",0.48435945380296086,0.45258528438627393,1.9454075577487215,1.6172197553771834,286.56180515009623,84.01277797435122,-2.7686352189658536,Profit last 60 days -2.77% <= 0,-0.5759005691315725
"SUNPHARMA, UNIONBANK, AHLEAST, BIOCON, IRFC",0.5434648140956961,0.45258528438627393,6.756845888634272,1.6172197553771834,3111.764701522688,21.316187376039508,-5.540175674092662,Profit last 60 days -5.54% <= 0,-0.5368436617048787
"SUNPHARMA, UNIONBANK, AHLEAST, BIOCON, DLF",0.3103238735239785,0.45258528438627393,0.6830472214637929,1.6172197553771834,24.730168605223547,6.5416224494958986,-3.533612216530524,Sharpe 0.31 <= Benchmark 0.45; Sortino 0.68 <= Benchmark 1.62; Profit last 60 days -3.53% <= 0,-0.7761998754926712
"SUNPHARMA, UNIONBANK, AHLEAST, TRENT, IRFC",0.6334082588845642,0.45258528438627393,9.551938486505234,1.6172197553771834,20690.44155519395,130.98424420351665,-0.6178721555130995,Profit last 60 days -0.62% <= 0,-0.6204162573471472
"SUNPHARMA, UNIONBANK, AHLEAST, TRENT, DLF",0.5585413019540644,0.45258528438627393,2.5087073628851746,1.6172197553771834,523.3654647506095,95.39581007880705,-2.586922245879386,Profit last 60 days -2.59% <= 0,-0.7658189497796607
"SUNPHARMA, UNIONBANK, AHLEAST, IRFC, DLF",0.579009891071617,0.45258528438627393,8.848765907954379,1.6172197553771834,8496.99172809401,29.33940590452724,-2.7318587152876384,Profit last 60 days -2.73% <= 0,-0.6080557630158692
"SUNPHARMA, UNIONBANK, BIOCON, TRENT, IRFC",0.6034033407481638,0.45258528438627393,7.628788714821906,1.6172197553771834,7777.321939627289,86.31228776489644,-5.451295159616832,Profit last 60 days -5.45% <= 0,-0.603411477262108
"SUNPHARMA, UNIONBANK, BIOCON, TRENT, DLF",0.4609872372615632,0.45258528438627393,1.9180542227938688,1.6172197553771834,237.28471266329737,61.03939759000241,-3.6735859476018318,Profit last 60 days -3.67% <= 0,-0.6804778459270595
"SUNPHARMA, UNIONBANK, BIOCON, IRFC, DLF",0.5802178529333744,0.45258528438627393,7.661021448793159,1.6172197553771834,6677.828552850548,15.218909061350683,-6.397871400532528,Profit last 60 days -6.40% <= 0,-0.5501960346702013
"SUNPHARMA, UNIONBANK, TRENT, IRFC, DLF",0.6210397751164544,0.45258528438627393,9.529367104498016,1.6172197553771834,17989.83418933175,100.01868233253992,-8.647490482070076,Profit last 60 days -8.65% <= 0,-0.6786147064345678
"SUNPHARMA, CANBK, PRECWIRE, AHLEAST, BIOCON",0.4272529679615102,0.45258528438627393,0.8148650050241667,1.6172197553771834,98.96752470547025,14.196958382786296,-6.199060852709925,Sharpe 0.43 <= Benchmark 0.45; Sortino 0.81 <= Benchmark 1.62; Profit last 60 days -6.20% <= 0,-0.7223257048939491
